zcta,aland_sqm
26348,32089536
26349,1619979
26351,219368131
26354,261693093
26361,715702
26362,271634719
26366,1033349
26369,3544051
26372,79426434
26374,84589703
26376,81478315
26377,144703705
26378,160976837
26384,86898319
26385,159612125
26386,68537290
26404,8814563
26405,136765793
26408,78241671
26410,59365107
26411,190067395
26412,118809858
26415,265804634
26416,356446479
26419,96882597
26421,43889192
26422,8075775
26424,6513393
26425,131029184
26426,342330926
26430,31743119
26431,96443089
26435,391027
26436,6257489
26437,83500980
26438,151412
26440,111299281
26443,49560958
26444,186793948
26447,168906940
26448,97236277
26451,3245556
26452,323718290
26456,391981456
26501,156100107
26505,34011085
26508,315180242
26519,167053178
26520,5389857
26521,5833213
26525,359667416
26534,3479150
26537,106955564
26541,97852541
26542,93238455
26543,2350840
26547,38662246
26554,350433570
26559,1603855
26560,534700
26562,104074988
26563,1518715
26568,3418744
26570,174492564
26571,39248728
26572,1184316
26574,7262062
26575,55661621
26576,2265415
26581,126803671
26582,259457930
26585,61442924
26586,1649195
26587,3344078
26588,71130882
26590,64604399
26591,36153039
26601,339918331
26610,145928183
26611,29163582
26615,29778846
26617,19337783
26619,80414200
26621,69912907
26623,150583106
26624,189834778
26627,51518230
26629,17944956
26631,66028265
26636,75234361
26638,42137487
26651,626769756
26656,23184634
26660,15297581
26662,37964760
26676,68909245
26678,37202625
26679,136688878
26680,70383902
26681,93160080
26684,4270491
26690,74451003
26691,36540714
26704,248420421
26705,145530976
26707,67905259
26710,213547932
26711,152098272
26714,49505554
26716,62187923
26717,108080607
26719,69811269
26720,14987591
26722,55445983
26726,378379941
26731,42769168
26739,171005528
26743,192565100
26750,1150993
26753,66765005
26755,114132269
26757,362536148
26761,28472602
26763,122123615
26764,230936258
26767,6120915
26801,189670203
26802,311290718
26804,216940859
26807,455873616
26808,51462387
26810,83554278
26812,267556393
26814,162068638
26815,217747150
26817,51401106
26818,50214652
26823,55424590
26833,312872735
26836,500418112
26845,90684316
26847,316056340
26851,281361565
26852,110287845
26855,109650408
26865,44239548
26866,206727399
26884,220198042
27006,165427437
27007,54972685
27009,41040417
27011,137710619
27012,108641738
27013,195327329
27014,1597864
27016,103450173
27017,277909397
27018,212322340
27019,91056899
27020,190104404
27021,137887456
27022,86107773
27023,71938610
27024,114783952
27025,254607683
27027,56346543
27028,499076816
27030,441866995
27040,69134686
27041,152796805
27042,22386525
27043,185554295
27045,60001429
27046,105528892
27047,52606662
27048,214926344
27050,64470588
27051,47586228
27052,271524810
27053,175075272
27054,75553820
27055,277351226
27101,33065833
27103,48071798
27104,31933661
27105,87155235
27106,74203289
27107,168508187
27109,505687
27110,488557
27127,77090391
27201,342167
27203,56673682
27205,579452321
27207,220119744
27208,100707702
27209,118219812
27212,125481984
27214,124611270
27215,161225257
27217,318992336
27229,228263667
27231,94108649
27233,63360079
27235,35108883
27239,390852024
27242,139716740
27243,102607263
27244,130751736
27248,89262053
27249,149439326
27252,110952753
27253,228153048
27258,44130948
27260,31468787
27262,34084177
27263,101001520
27265,109015879
27278,262673065
27281,134727690
27282,35689552
27283,68219727
27284,206951492
27288,175397333
27291,131417542
27292,376566396
27295,330459046
27298,246124761
27299,71281942
27301,86377499
27302,302456726
27305,69467275
27306,453926998
27310,41624364
27311,119656195
27312,439977296
27313,73538444
27314,67266390
27315,68430568
27316,179249377
27317,139042431
27320,652005479
27325,228220128
27326,182900651
27330,532667679
27332,271955761
27340,146352
27341,245093788
27343,118891459
27344,429260106
27349,157940579
27350,96391753
27355,89329733
27356,145999646
27357,109746775
27358,141083488
27360,228288392
27370,156524810
27371,419186167
27376,180659460
27377,66071609
27379,221219347
27401,16082580
27403,15609730
27405,80449722
27406,179925096
27407,78583005
27408,19767905
27409,50346278
27410,84683462
27455,76882018
27501,158517203
27502,73367505
27503,94652753
27504,234156195
27505,147241383
27507,123514410
27508,27094654
27509,38750377
27510,9666667
27511,30374993
27513,40935407
27514,50356499
27516,240770493
27517,118866598
27518,24908895
27519,56303647
27520,189017495
27521,67241483
27522,187389999
27523,107163568
27524,343553202
27525,239668907
27526,251071920
27527,113250401
27529,149464776
27530,273851035
27531,9280553
27534,187378053
27536,33064267
27537,494479784
27539,81709815
27540,120350026
27541,179964143
27542,222719107
27544,158034320
27545,75090471
27546,320608844
27549,625560774
27551,217652655
27553,95828627
27555,960945
27556,4948880
27557,159304224
27559,125738395
27560,75745204
27562,139192726
27563,183424007
27565,859209344
27568,608088
27569,210908802
27571,11405545
27572,266115042
27573,46191282
27574,485936402
27576,215304502
27577,269711963
27581,88949269
27582,8233274
27583,119943029
27587,271058614
27589,449939558
27591,171819373
27592,107774448
27596,144581123
27597,317561332
27601,4647719
27603,133667199
27604,55946791
27605,2557008
27606,64235003
27607,41717031
27608,8328739
27609,28938715
27610,110850627
27612,48606605
27613,63705980
27614,70091923
27615,50066061
27616,57588638
27617,21646121
27701,13701239
27703,141486655
27704,104372417
27705,113423892
27707,55139106
27709,1012059
27712,86982886
27713,84550345
27801,180164608
27803,104454997
27804,109520776
27805,287337006
27806,359636327
27807,129438970
27808,108661465
27809,193782682
27810,336858587
27812,160486275
27813,2837859
27814,165233042
27816,156599238
27817,290568685
27818,158535976
27819,2796819
27820,145762923
27821,16841461
27822,237016510
27823,489191896
27824,253826553
27825,1248996
27826,190661839
27827,217010
27828,199019993
27829,127383433
27830,157015503
27831,170045441
27832,78359116
27834,457656428
27837,154694415
27839,369642675
27840,32796476
27841,690101
27842,28036012
27843,154284071
27844,110364937
27845,258807192
27846,245345777
27847,96600856
27849,198105542
27850,484209098
27851,116056631
27852,125771452
27853,110167962
27855,141506353
27856,336184368
27857,163615924
27858,156052072
27860,371345424
27861,1533524
27862,103883589
27863,175251259
27864,104552173
27865,225422946
27866,67165012
27869,212110899
27870,175894198
27871,249362171
27872,32620990
27873,1594228
27874,337963064
27875,142818962
27876,108207174
27878,4757176
27879,750026
27880,67310187
27881,1760084
27882,256412013
27883,198375510
27884,85628519
27885,322718665
27886,499548241
27888,123311732
27889,512562704
27890,23241922
27891,366247707
27892,500752137
27893,285341443
27896,89529238
27897,110956161
27909,587675836
27910,352040674
27915,20407829
27916,20073383
27917,52096585
27919,150867039
27920,9469241
27921,187268075
27922,108640488
27923,18664455
27924,243725999
27925,624685310
27926,92662481
27927,68857031
27928,177367652
27929,15356359
27932,306275491
27935,155445286
27936,24326135
27937,219102256
27938,131659056
27939,17121907
27941,8185188
27942,86278026
27943,6938562
27944,479278804
27946,110560259
27947,31260852
27948,23945945
27949,39326784
27950,76969988
27953,713603664
27954,22890682
27956,12036265
27957,110061550
27958,229044125
27959,38061297
27960,22542551
27962,230509902
27964,3852057
27965,41697839
27966,26479484
27967,9619123
27968,20160508
27970,293962571
27972,3677413
27973,97488393
27974,118838087
27976,275448597
27978,41620337
27979,186736412
27980,133838731
27981,20444889
27982,822707
27983,861119892
27985,2380815
27986,39828117
28001,344420333
28006,13908693
28007,3401218
28009,7413326
28012,70905895
28016,111333118
28017,444841
28018,257317828
28019,388986
28020,112675241
28021,162211254
28023,119991122
28025,282019059
28027,177754541
28031,36312920
28032,6037226
28033,40349417
28034,117506185
28036,58494305
28037,114890730
28039,220171
28040,184104423
28043,164164298
28052,109112242
28054,51797967
28056,123188600
28071,118059899
28072,2795265
28073,66236680
28075,54691207
28076,3464217
28077,1513664
28078,165201476
28079,113847230
28080,102265842
28081,78889771
28083,51877587
28086,227802317
28088,6940346
28089,642770
28090,242854414
28091,245227246
28092,317122864
28097,78720685
28098,8815844
28101,2319755
28102,1311700
28103,401454999
28104,75608505
28105,61682824
28107,128478819
28108,517620
28109,4356564
28110,333649575
28112,342647409
28114,168972032
28115,190991668
28117,103731863
28119,170941479
28120,78631143
28124,147488502
28125,99637208
28127,179796764
28128,176606519
28129,110701280
28133,207069415
28134,22201916
28135,259069950
28137,114778830
28138,114891352
28139,453338806
28144,77469642
28146,257112373
28147,203363902
28150,277527606
28152,214124107
28159,6433338
28160,14533143
28163,91110080
28164,109176932
28166,74998885
28167,185361055
28168,224287945
28169,1450978
28170,484158669
28173,278921801
28174,93402106
28202,4671910
28203,8592355
28204,4477543
28205,30620598
28206,18274235
28207,6520754
28208,57006349
28209,14200833
28210,32893309
28211,27910956
28212,23935956
28213,35852680
28214,84787844
28215,79161716
28216,77489872
28217,38372984
28226,38630141
28227,100290493
28244,19679
28262,56119361
28269,78945199
28270,32671360
28273,56511806
28277,60628334
28278,73796162
28280,19577
28282,18417
28301,31810222
28303,43365575
28304,42717487
28305,6734536
28306,177885179
28307,30296246
28308,9580111
28310,11798779
28311,97153977
28312,434808100
28314,59723519
28315,165540381
28318,206339030
28320,310764163
28323,97367718
28325,2230191
28326,301342563
28327,493208460
28328,660781846
28330,641820
28332,5127241
28333,122358926
28334,414848674
28337,413828666
28338,371419706
28339,92868254
28340,324477167
28341,242822911
28342,3315787
28343,46349929
28344,100154901
28345,183620205
28347,133014837
28348,114989679
28349,174715414
28350,1675908
28351,146602867
28352,322419280
28356,142077875
28357,91734711
28358,517130622
28360,170220001
28363,148653162
28364,350047274
28365,498921862
28366,219394605
28367,737243
28369,192035109
28371,89936406
28372,113440755
28373,33449016
28374,57380593
28375,740155
28376,374071599
28377,261150174
28379,401041895
28382,305991709
28383,270153816
28384,252167735
28385,102214294
28386,116656281
28387,75326564
28390,152880888
28391,91751438
28392,102219814
28393,114461354
28394,113054041
28395,123899106
28396,129632852
28398,252334645
28399,241686762
28401,62526677
28403,36455763
28405,62330452
28409,61758705
28411,108525228
28412,56450419
28420,363927049
28421,143334816
28422,237688705
28423,207710725
28424,383885
28425,387746917
28428,13322741
28429,101334691
28430,105400675
28431,194892406
28432,91538875
28433,290212547
28434,208334963
28435,248014615
28436,98084402
28438,122251884
28439,62455358
28441,331231417
28442,146931112
28443,298295098
28444,231435816
28445,135053566
28447,300561978
28448,244592125
28449,10303909
28450,101592189
28451,361804121
28452,15071488
28453,214170243
28454,169024261
28455,196078761
28456,166885550
28457,335049302
28458,286093157
28460,90166000
28461,196289126
28462,242125428
28463,304985688
28464,59079922
28465,29019141
28466,490399569
28467,46361957
28468,45829704
28469,57605031
28470,123317114
28472,469555890
28478,313387850
28479,240680413
28480,7580262
28501,275011974
28504,320558983
28508,91584187
28510,53669949
28511,21168141
28512,14916365
28513,235076648
28515,142328955
28516,545226268
28518,246766894
28519,794577
28520,56987571
28521,108788068
28523,145161792
28524,14412518
28525,115253746
28526,221658155
28527,144128932
28528,7507795
28529,109485702
28530,183938164
28531,5804755
28532,428442870
28533,1150937
28537,65544112
28538,75016575
28539,127212734
28540,267360784
28543,5295213
28544,29405466
28546,145238466
28547,67230904
28551,341880813
28552,42439673
28553,3186051
28554,722658
28555,397342968
28556,117205898
28557,36757102
28560,304169705
28562,399456197
28570,322276536
28571,133765831
28572,273815231
28573,194178485
28574,331757224
28575,1553898
28577,6850530
28578,165296625
28579,9939271
28580,294955792
28581,22773632
28582,42076767
28583,4420019
28584,151828855
28585,460207929
28586,338976745
28587,8840013
28589,28156399
28590,108055620
28594,14831217
28601,119221883
28602,180437869
28604,170230491
28605,75013594
28606,112201430
28607,255649000
28609,115258504
28610,104298043
28611,192644369
28612,216551439
28613,110739026
28615,172536191
28616,6993428
28617,89289289
28618,102581891
28619,3090896
28621,181562696
28622,80301930
28623,73345266
28624,161570596
28625,506982694
28626,83903272
28627,51808230
28628,1334709
28629,6243156
28630,155323801
28631,64659043
28634,163130196
28635,109115619
28636,154089657
28637,7441258
28638,52470685
28640,100651715
28642,94445760
28643,180451533
28644,177268434
28645,855011099
28646,55932045
28647,15641269
28649,90581899
28650,115672425
28651,227677620
28652,208818
28654,162767307
28655,823744713
28657,414481344
28658,190945895
28659,264197352
28660,82810752
28662,4630789
28663,45176128
28665,162991546
28666,1204551
28667,1552259
28668,33712545
28669,119973719
28670,96279519
28671,1920042
28672,5006979
28673,65814632
28675,301218808
28676,74062759
28677,213498281
28678,115767669
28679,67530746
28681,433258292
28682,8409244
28683,86607351
28684,136884602
28685,157909233
28689,115744836
28690,55928277
28692,99471050
28693,66809545
28694,171211496
28697,164475752
28698,64938793
28701,46114621
28702,51386124
28704,85678103
28705,326091956
28707,28656796
28708,126525832
28709,136649248
28711,258592873
28712,325469693
28713,353075919
28714,753513555
28715,201293344
28716,409111033
28717,133156105
28718,42792607
28719,349942532
28720,8463399
28721,285413682
28722,118033522
28723,289818936
28725,706569
28726,6173164
28729,11335783
28730,128495702
28731,69974996
28732,110617625
28733,20105146
28734,780397143
28735,9639306
28736,91392077
28739,173706874
28740,143123622
28741,224687780
28742,63406817
28743,320614730
28745,1615608
28746,121522501
28747,136426454
28748,218992048
28749,2683583
28751,115996916
28752,634577884
28753,683619083
28754,223736806
28756,232514724
28757,3139241
28759,60156594
28761,278773809
28762,258316608
28763,143546256
28766,15092883
28768,214830169
28771,703597361
28772,32644699
28773,144179859
28774,117174176
28775,25480107
28777,176662455
28778,89033047
28779,277825643
28781,202919798
28782,128446662
28783,166187751
28785,395393900
28786,192710984
28787,205914578
28789,147884539
28790,108476573
28791,42578155
28792,260594025
28801,13145587
28803,99280624
28804,68885491
28805,67248544
28806,98337480
28901,163821536
28902,58734832
28904,491868754
28905,116568555
28906,864608626
28909,25550394
29001,170504981
29003,364953609
29006,373984914
29009,280307268
29010,534688892
29014,426284241
29015,314431380
29016,223096236
29018,283911330
29020,589442780
29030,235079195
29031,316790441
29032,204705672
29033,23121639
29036,139975008
29037,174068039
29038,207859266
29039,66893801
29040,145584995
29042,169266816
29044,356995248
29045,181345053
29046,6485962
29047,169507004
29048,123406916
29051,109932501
29052,148541617
29053,210321258
29054,147478281
29055,91240916
29056,269933495
29058,367720248
29059,287521716
29061,230426041
29062,41938674
29063,103801806
29065,62561951
29067,505435476
29069,198085010
29070,428457611
29072,177410066
29073,207707747
29074,52355802
29075,109852940
29078,321531985
29079,551672
29080,342755100
29081,208843135
29082,105231155
29101,279028933
29102,635618910
29104,154624310
29105,75788598
29107,196842427
29108,539349068
29111,167452038
29112,300182546
29113,111530096
29114,96031749
29115,338148725
29117,232766
29118,201866527
29122,1126379
29123,178911620
29125,274372878
29126,199961416
29127,265863078
29128,279711206
29129,214287527
29130,390817725
29133,141393501
29135,498173557
29137,220686191
29138,572885026
29142,133904434
29145,115457604
29146,164577142
29147,483216
29148,270054544
29150,111340136
29152,12036429
29153,370081955
29154,205707253
29160,303689797
29161,348710588
29162,86854884
29163,76757867
29164,261346187
29166,84970463
29168,294618599
29169,31034358
29170,62452889
29172,65103469
29175,19439145
29178,379231568
29180,789935050
29201,29587394
29202,24162
29203,164011470
29204,16715259
29205,17016133
29206,22185788
29207,169439358
29208,171565
29209,134080623
29210,41392676
29212,58479543
29223,66049469
29225,41936
29229,53238615
29301,70946453
29302,128517452
29303,80766886
29306,49286897
29307,116673686
29316,56437810
29320,1405682
29321,100986103
29322,151458161
29323,181701781
29324,567782
29325,400119044
29329,595408
29330,93891292
29331,5170181
29332,123530736
29333,983171
29334,57357551
29335,230164253
29338,235166
29340,422203995
29341,242853056
29346,550321
29349,202055717
29351,12315157
29353,242148584
29355,177286980
29356,212337647
29360,375304327
29364,8162864
29365,47503899
29368,413663
29369,73829265
29370,123939200
29372,109862230
29373,1725985
29374,134117719
29375,367579
29376,96572917
29377,3391249
29378,217027
29379,661468960
29384,122460854
29385,49410866
29388,253405256
29401,4016094
29403,13837807
29404,13227458
29405,38537229
29406,37784923
29407,39756215
29409,166971
29410,27119178
29412,101650719
29414,90800977
29418,34925367
29420,29048510
29423,97768
29424,47840
29426,174323950
29429,281912273
29431,203899607
29432,303280689
29434,143755913
29435,177970766
29436,208864401
29437,241244572
29438,194567128
29439,7531343
29440,1354457717
29445,151138258
29446,439577421
29448,125396909
29449,207590348
29450,374119483
29451,25927727
29452,148827503
29453,359396984
29455,278153731
29456,47242943
29458,427932084
29461,421511377
29464,77110902
29466,76050536
29468,193491021
29469,56895194
29470,217604354
29471,108022412
29472,480656671
29474,290792378
29475,277756913
29477,286895508
29479,241060827
29481,231214229
29482,6665115
29483,350308719
29485,92467656
29487,108513478
29488,595901854
29492,129439400
29493,2194191
29501,139071319
29505,133755549
29506,328297412
29510,787414290
29511,159086753
29512,561324922
29516,241729187
29518,125964286
29519,11120048
29520,347131804
29525,129006641
29526,475860984
29527,401294057
29530,99253862
29532,268952782
29536,336575586
29540,285911732
29541,203540256
29543,47845504
29544,295194097
29545,93011809
29546,377390285
29547,103227499
29550,552313614
29554,582424936
29555,238323959
29556,451480124
29560,418528780
29563,98133927
29564,169393546
29565,320362293
29566,78567914
29567,55477039
29568,238395884
29569,451377383
29570,124236992
29571,498632965
29572,21238229
29574,260121111
29575,26133360
29576,94636271
29577,60941905
29579,112018098
29580,180249587
29581,419487397
29582,56780471
29583,275750751
29584,281981811
29585,122080122
29588,108006686
29590,257090130
29591,187607142
29592,109396358
29593,209769488
29594,5938085
29596,171659786
29601,11084456
29605,66250242
29607,74577298
29609,62604474
29611,59927923
29613,1743522
29614,497344
29615,49695866
29617,60186408
29620,648470330
29621,221799921
29624,72725842
29625,124145104
29626,133894090
29627,321806673
29628,129639072
29630,157516822
29631,22582343
29634,3636260
29635,179329259
29638,153812651
29639,44597346
29640,226032939
29642,128834967
29643,69471779
29644,212598120
29645,276918354
29646,292024883
29649,140402357
29650,46604208
29651,234982831
29653,180049960
29654,305231682
29655,385618747
29657,164691765
29658,64543542
29659,1838219
29661,178345052
29662,14780434
29664,247960762
29665,544298
29666,319602814
29667,1357540
29669,162248526
29670,143062919
29671,331040755
29672,100485560
29673,181222764
29676,189066681
29678,204700082
29680,80413653
29681,107120047
29682,69036127
29683,202830
29684,145502940
29685,223368405
29686,79234437
29687,121623696
29689,92175106
29690,274218638
29691,177589263
29692,125170059
29693,431241226
29696,60283380
29697,99607859
29702,256612761
29704,70004010
29706,705104434
29707,82270349
29708,49618054
29709,252886027
29710,294446221
29712,72213357
29714,84707457
29715,87680801
29717,99179099
29718,303617882
29720,734478223
29724,642772
29726,104318843
29727,127399605
29728,250923889
29729,173845670
29730,311009510
29732,138102412
29733,305914
29741,96127097
29742,210637123
29743,80835971
29745,349807266
29801,226805259
29803,493126890
29805,255965680
29809,16147051
29810,315369050
29812,716337734
29816,2550550
29817,278653765
29819,176986924
29821,160620593
29824,579758232
29826,8694414
29827,271163502
29828,1745051
29829,84994102
29831,298283057
29832,251245009
29834,4883485
29835,474172948
29836,440590629
29838,75890732
29840,86240471
29841,82449771
29842,101357090
29843,165327420
29844,8618810
29845,170380234
29847,235286651
29848,244255587
29849,94711938
29850,5271467
29851,53738934
29853,286820972
29856,150025641
29860,134824744
29899,977277
29902,48159799
29904,154580
29905,7163047
29906,125461496
29907,108889083
29909,142421008
29910,267035322
29911,194694397
29912,900132
29915,27894290
29916,189128305
29918,234641237
29920,252820828
29921,17328765
29922,346976344
29923,34613868
29924,138764864
29926,78827355
29927,507741809
29928,53436265
29929,196121993
29932,186102327
29934,180281767
29935,5941504
29936,614860429
29939,27934637
29940,145961633
29941,43852130
29943,118502878
29944,342956073
29945,568160527
30002,4379409
30004,148542952
30005,37574437
30008,24490434
30009,24853606
30011,68918781
30012,110963231
30013,73492357
30014,305057350
30016,237451709
30017,30978973
30019,119921173
30021,9156142
30022,65913813
30024,110381915
30025,176421513
30028,133008181
30030,16889312
30032,35312859
30033,23950428
30034,43922097
30035,22190878
30038,75261939
30039,64881669
30040,152512588
30041,152488034
30043,84404902
30044,63541193
30045,56317752
30046,40544440
30047,71838786
30052,226750377
30054,107112927
30055,133009596
30056,99085166
30058,79882764
30060,42483708
30062,66935673
30064,82435441
30066,70582370
30067,38352482
30068,37146792
30070,160146
30071,30944939
30072,507194
30075,77230521
30076,40323701
30078,43974978
30079,3313098
30080,35306942
30082,27144018
30083,43892943
30084,39502430
30087,60552498
30088,20163676
30092,28413401
30093,30896876
30094,104570582
30096,59265938
30097,58186049
30101,104590938
30102,75862846
30103,261480184
30104,99156040
30105,154400920
30106,32169123
30107,281858586
30108,228074145
30110,180182358
30113,267674322
30114,277809418
30115,157422914
30116,264853562
30117,284022667
30118,968684
30120,238438421
30121,146335459
30122,62366389
30124,156316425
30125,474439521
30126,53660847
30127,131530481
30132,284798313
30134,128470782
30135,216899160
30137,10256424
30139,185578303
30141,76253051
30143,360537778
30144,58419651
30145,206295006
30147,47805033
30148,27788648
30149,22598215
30152,54650280
30153,308691954
30157,220185624
30161,366132007
30164,48412
30165,430089603
30168,32386467
30170,118126660
30171,136826790
30173,87388087
30175,228225884
30176,216944256
30177,13118449
30178,139822583
30179,193668268
30180,194076965
30182,92263371
30183,158961938
30184,174852237
30185,163933339
30187,89136496
30188,113933881
30189,50378858
30204,323477755
30205,93961907
30206,144009623
30213,165882457
30214,136558264
30215,185958813
30216,77600759
30217,672496127
30218,174488531
30220,142189207
30222,374332760
30223,279857454
30224,171287882
30228,190108735
30230,338525027
30233,401691214
30234,30097612
30236,83442589
30238,43747481
30240,361457666
30241,288501088
30248,178021965
30250,696114
30251,89295825
30252,236409617
30253,125458844
30256,88959399
30257,114424495
30258,144935727
30259,90200912
30260,29210622
30263,517339321
30265,110253687
30268,169433470
30269,65359338
30273,16933758
30274,27370181
30275,277621
30276,254307507
30277,114808799
30281,181847369
30284,241340
30285,44107510
30286,502935682
30288,20242385
30289,559987
30290,46269019
30291,31601746
30292,150632183
30293,208507773
30294,83787117
30295,113074947
30296,27120552
30297,28429948
30303,2702799
30305,16682964
30306,11311814
30307,11857548
30308,4129967
30309,8851222
30310,22843900
30311,32199824
30312,8682768
30313,2873972
30314,11993254
30315,29310489
30316,32436963
30317,9079339
30318,52836984
30319,26889804
30322,1119383
30324,13626613
30326,1791718
30327,43491943
30328,33474075
30329,14017432
30331,95850920
30332,218051
30334,126610
30336,27064393
30337,31225098
30338,25413648
30339,21235984
30340,22094479
30341,26263060
30342,23150887
30344,31357213
30345,18400030
30346,2612071
30349,119031600
30350,32424252
30354,27845487
30360,15138453
30363,825612
30401,654893522
30410,173156300
30411,392193655
30412,3970864
30413,319812241
30415,417162943
30417,447103930
30420,98138132
30421,261681909
30423,1944023
30425,185358589
30426,307635967
30427,618890649
30428,385441618
30429,563522
30434,511983557
30436,731639120
30438,822331
30439,627127287
30441,472732622
30442,806917502
30445,208597891
30446,171114509
30448,7461737
30449,19835838
30450,128548398
30451,196529
30452,140836280
30453,319312221
30454,92718185
30455,113354598
30456,208857416
30457,458066165
30458,380711982
30460,41422
30461,419931253
30464,2101919
30467,1338936202
30470,75404178
30471,376305680
30473,216960062
30474,361246947
30475,241059
30477,183248565
30501,56758944
30504,42953934
30506,260095045
30507,184023396
30510,115837695
30511,78359591
30512,575508520
30513,384913813
30516,54378587
30517,72384598
30518,103030360
30519,88823928
30520,148088236
30521,244807330
30522,117450475
30523,446235895
30525,533427766
30527,65680325
30528,462221959
30529,133436049
30530,202745806
30531,99388921
30533,566973898
30534,593082131
30535,75103288
30536,399519623
30537,52370178
30538,65945470
30540,508470545
30541,182122902
30542,109489261
30543,97791959
30545,102758399
30546,349996890
30547,135830698
30548,100110616
30549,283256123
30552,141197042
30553,153582534
30554,189054725
30555,34181275
30557,144399780
30558,153046182
30559,128348125
30560,188696537
30562,7702466
30563,90115508
30564,80039841
30565,88221971
30566,24103218
30567,81059044
30568,74929497
30571,145573359
30572,276159343
30573,12368488
30575,29828832
30576,97896800
30577,419970620
30581,519577
30582,129189038
30601,61079936
30602,1856215
30605,94899537
30606,78926766
30607,91825246
30609,60531
30619,69133852
30620,63469787
30621,126409799
30622,106728652
30623,5596029
30624,111495383
30625,117473293
30627,322402301
30628,124364382
30629,193707720
30630,94293109
30631,501553743
30633,258928668
30634,124719252
30635,735524269
30641,88290115
30642,506690278
30643,299398232
30646,90192562
30648,218308904
30650,573213955
30655,223675467
30656,180869585
30660,259544238
30662,207577288
30663,143008627
30664,720635
30665,6223043
30666,95020378
30667,202349424
30668,413959733
30669,322114850
30673,679338842
30677,306017802
30678,181451478
30680,238236655
30683,101291007
30701,392271478
30705,616769710
30707,333689022
30708,37927967
30710,123054302
30711,180090572
30720,125773481
30721,321572197
30725,38838584
30726,340985
30728,449541666
30730,143462020
30731,224642723
30733,39587779
30734,198075637
30735,161260244
30736,332958367
30738,222904696
30739,64906295
30740,131666817
30741,64312523
30742,8676582
30746,43239435
30747,474037951
30750,34173703
30751,1472232
30752,201955484
30753,106077713
30755,92089894
30756,350187
30757,44318638
30802,343508606
30803,142999498
30805,91566806
30807,1600589
30808,164152085
30809,113092676
30810,212893194
30812,344537
30813,128611213
30814,132335743
30815,338396674
30816,338601332
30817,498864156
30818,86668990
30820,217816974
30821,267790161
30822,90429184
30823,188062881
30824,514281776
30828,351508914
30830,931628159
30833,176696530
30901,53164580
30903,439879
30904,26821756
30905,36228403
30906,218872038
30907,62128915
30909,67410760
30912,382256
31001,453620256
31002,299337723
31003,11977905
31005,49785232
31006,470094999
31007,161195038
31008,180807886
31009,185151266
31011,128380387
31012,140900639
31014,546469950
31015,563857999
31016,236088075
31017,243269677
31018,236814482
31019,141124340
31020,278413265
31021,620173526
31022,112114287
31023,734677378
31024,869857241
31025,163733247
31027,456362242
31028,9199838
31029,666243429
31030,450850898
31031,345140141
31032,392774449
31033,192309224
31035,133955295
31036,653188724
31037,153433268
31038,240352317
31039,7360503
31041,141575482
31042,251022847
31044,448523960
31045,9403779
31046,193739816
31047,186188649
31049,252464506
31050,56920061
31051,4895726
31052,181997416
31054,131452917
31055,348666577
31057,225124621
31058,257772861
31060,263634561
31061,612813061
31062,691861
31063,295839749
31064,653730748
31065,166957292
31066,176307161
31067,9001376
31068,232664995
31069,249809400
31070,131555587
31071,143291463
31072,196075843
31075,141364353
31076,310469232
31077,245860493
31078,273514751
31079,289722699
31081,91660556
31082,582536250
31083,5314207
31084,686810
31085,115230346
31087,1201184947
31088,81408958
31089,397300110
31090,377212485
31091,224819004
31092,485928488
31093,50861757
31094,279569499
31096,442376780
31097,138532926
31098,47457316
31201,27688146
31204,37933534
31206,72276318
31207,447811
31210,107047912
31211,127410517
31213,26043
31216,142661500
31217,255827093
31220,123016594
31301,30626807
31302,115579051
31303,210820777
31304,5927781
31305,110196552
31307,9839656
31308,222513391
31309,67500369
31312,413895378
31313,174229229
31314,24448215
31315,30975277
31316,749175210
31318,3518203
31320,303448318
31321,359177527
31322,75504933
31323,326823372
31324,331993523
31326,181470914
31327,101082948
31328,14386616
31329,274210765
31331,779617302
31401,12459285
31404,38828511
31405,78882646
31406,67165117
31407,74433177
31408,63368907
31409,17232520
31410,51276100
31411,54869758
31415,15795432
31419,166520027
31501,34171834
31503,859014833
31510,585401903
31512,206348045
31513,858749196
31516,422119469
31518,120556841
31519,347038300
31520,43578853
31522,140008355
31523,479242103
31524,4389269
31525,254385047
31527,45645099
31532,133017817
31533,173509265
31535,260372088
31537,756455971
31539,699390440
31542,265868547
31543,323302884
31544,262617211
31545,256518777
31546,440120252
31547,6522812
31548,147046950
31549,290216044
31550,132238123
31551,185407866
31552,221858172
31553,444077343
31554,541425808
31555,382103535
31556,1277103
31557,285647451
31558,196790962
31560,354543330
31561,12222671
31562,278307378
31563,288475452
31565,341838237
31566,163992169
31567,109559553
31568,334503414
31569,173936094
31601,399004619
31602,105626088
31605,138337222
31606,114163751
31620,323575353
31622,286903353
31623,2302040
31624,205663744
31625,155235379
31626,370146056
31627,2272476
31629,112934807
31630,234141275
31631,320192479
31632,288071926
31634,735935997
31635,309636842
31636,512278385
31637,204830394
31638,69960371
31639,572329914
31641,216458148
31642,479817800
31643,680538052
31645,130427912
31647,116751367
31648,11942657
31649,127600608
31650,264115569
31698,217408
31699,1388874
31701,70027364
31705,398502705
31707,48575450
31709,329078475
31711,152227315
31712,127138603
31714,486334333
31716,209493275
